album,song,lyric,section
Reputation,Getaway Car,"We were flyin', but we'd never get far",[Chorus]
Reputation,Getaway Car,Don't pretend it's such a mystery,[Chorus]
Reputation,Getaway Car,Think about the place where you first met me,[Chorus]
Reputation,Getaway Car,Ridin' in a getaway car,[Chorus]
Reputation,Getaway Car,There were sirens in the beat of your heart,[Chorus]
Reputation,Getaway Car,Should've known I'd be the first to leave,[Chorus]
Reputation,Getaway Car,Think about the place where you first met me,[Chorus]
Reputation,Getaway Car,"In a getaway car, oh-oh-oh",[Chorus]
Reputation,Getaway Car,"No, they never get far, oh-oh-ahh",[Chorus]
Reputation,Getaway Car,"No, nothing good starts in a getaway car",[Chorus]
Reputation,Getaway Car,"It was the great escape, the prison break",[Verse 2]
Reputation,Getaway Car,The light of freedom on my face,[Verse 2]
Reputation,Getaway Car,But you weren't thinkin',[Verse 2]
Reputation,Getaway Car,And I was just drinkin',[Verse 2]
Reputation,Getaway Car,"While he was runnin' after us, I was screamin', 'Go, go, go!'",[Verse 2]
Reputation,Getaway Car,"But with three of us, honey, it's a sideshow",[Verse 2]
Reputation,Getaway Car,And a circus ain't a love story,[Verse 2]
Reputation,Getaway Car,And now we're both sorry (We're both sorry),[Verse 2]
Reputation,Getaway Car,'X' marks the spot where we fell apart,[Pre-Chorus]
Reputation,Getaway Car,"He poisoned the well, every man for himself",[Pre-Chorus]
Reputation,Getaway Car,"I knew it from the first Old Fashioned, we were cursed",[Pre-Chorus]
Reputation,Getaway Car,It hit you like a shotgun shot to the heart (Oh!),[Pre-Chorus]
Reputation,Getaway Car,You were drivin' the getaway car,[Chorus]
Reputation,Getaway Car,"We were flyin', but we'd never get far",[Chorus]
Reputation,Getaway Car,Don't pretend it's such a mystery,[Chorus]
Reputation,Getaway Car,Think about the place where you first met me,[Chorus]
Reputation,Getaway Car,Ridin' in a getaway car,[Chorus]
Reputation,Getaway Car,There were sirens in the beat of your heart,[Chorus]
Reputation,Getaway Car,Should've known I'd be the first to leave,[Chorus]
Reputation,Getaway Car,Think about the place where you first met me,[Chorus]
Reputation,Getaway Car,"In a getaway car, oh-oh-oh",[Chorus]
Reputation,Getaway Car,"No, they never get far, oh-oh-ahh",[Chorus]
Reputation,Getaway Car,"No, nothing good starts in a getaway car",[Chorus]
Reputation,Getaway Car,"We were jet-set, Bonnie and Clyde (Oh-oh)",[Bridge]
Reputation,Getaway Car,Until I switched to the other side,[Bridge]
Reputation,Getaway Car,To the other side,[Bridge]
Reputation,Getaway Car,It's no surprise I turned you in (Oh-oh),[Bridge]
Reputation,Getaway Car,'Cause us traitors never win,[Bridge]
Reputation,Getaway Car,I'm in a getaway car,[Bridge]
Reputation,Getaway Car,I left you in a motel bar,[Bridge]
Reputation,Getaway Car,Put the money in a bag and I stole the keys,[Bridge]
Reputation,Getaway Car,That was the last time you ever saw me (Oh!),[Bridge]
Reputation,Getaway Car,Drivin' the getaway car,[Chorus]
Reputation,Getaway Car,"We were flyin', but we'd never get far (Don't pretend)",[Chorus]
Reputation,Getaway Car,Don't pretend it's such a mystery,[Chorus]
Reputation,Getaway Car,Think about the place where you first met me,[Chorus]
Reputation,Getaway Car,Ridin' in a getaway car,[Chorus]
Reputation,Getaway Car,There were sirens in the beat of your heart (Should've known),[Chorus]
Reputation,Getaway Car,Should've known I'd be the first to leave,[Chorus]
Reputation,Getaway Car,Think about the place where you first met me,[Chorus]
Reputation,Getaway Car,"In a getaway car, oh-oh-oh",[Chorus]
Reputation,Getaway Car,"No, they never get far, oh-oh-ahh",[Chorus]
Reputation,Getaway Car,"No, nothing good starts in a getaway car",[Chorus]
Reputation,Getaway Car,I was ridin' in a getaway car,[Outro]
Reputation,Getaway Car,I was cryin' in a getaway car,[Outro]
Reputation,Getaway Car,I was dyin' in a getaway car,[Outro]
Reputation,Getaway Car,Said goodbye in a getaway car,[Outro]
Reputation,Getaway Car,Ridin' in a getaway car,[Outro]
Reputation,Getaway Car,I was cryin' in a getaway car,[Outro]
Reputation,Getaway Car,I was dyin' in a getaway car,[Outro]
Reputation,Getaway Car,Said goodbye in a getaway car,[Outro]
Reputation,King Of My Heart,"I'm perfectly fine, I live on my own",[Verse 1]
Reputation,King Of My Heart,"I made up my mind, I'm better off bein' alone",[Verse 1]
Reputation,King Of My Heart,We met a few weeks ago,[Verse 1]
Reputation,King Of My Heart,Now you try on callin' me 'Baby' like tryin' on clothes,[Verse 1]
Reputation,King Of My Heart,"Salute to me, I'm your American queen",[Pre-Chorus]
Reputation,King Of My Heart,And you move to me like I'm a Motown beat,[Pre-Chorus]
Reputation,King Of My Heart,And we rule the kingdom inside my room,[Pre-Chorus]
Reputation,King Of My Heart,'Cause all the boys and their expensive cars,[Pre-Chorus]
Reputation,King Of My Heart,With their Range Rovers and their Jaguars,[Pre-Chorus]
Reputation,King Of My Heart,Never took me quite where you do,[Pre-Chorus]
Reputation,King Of My Heart,"And all at once, you are the one I have been waiting for",[Chorus]
Reputation,King Of My Heart,"King of my heart, body, and soul, ooh whoa",[Chorus]
Reputation,King Of My Heart,"And all at once, you're all I want, I'll never let you go",[Chorus]
Reputation,King Of My Heart,"King of my heart, body, and soul, ooh whoa",[Chorus]
Reputation,King Of My Heart,"And all at once, I've been waiting, waiting",[Post-Chorus]
Reputation,King Of My Heart,"Ooh whoa, ooh whoa",[Post-Chorus]
Reputation,King Of My Heart,"And all at once, you are the one, I have been waiting, waiting",[Post-Chorus]
Reputation,King Of My Heart,"Body and soul, ooh whoa",[Post-Chorus]
Reputation,King Of My Heart,And all at once,[Post-Chorus]
Reputation,King Of My Heart,"Late in the night, the city's asleep",[Verse 2]
Reputation,King Of My Heart,"Your love is a secret I'm hoping, dreaming, dying to keep",[Verse 2]
Reputation,King Of My Heart,Change my priorities,[Verse 2]
Reputation,King Of My Heart,The taste of your lips is my idea of luxury,[Verse 2]
Reputation,King Of My Heart,"Salute to me, I'm your American queen",[Pre-Chorus]
Reputation,King Of My Heart,And you move to me like I'm a Motown beat,[Pre-Chorus]
Reputation,King Of My Heart,And we rule the kingdom inside my room,[Pre-Chorus]
Reputation,King Of My Heart,"(Inside my room, oh)",[Pre-Chorus]
Reputation,King Of My Heart,'Cause all the boys and their expensive cars,[Pre-Chorus]
Reputation,King Of My Heart,With their Range Rovers and their Jaguars,[Pre-Chorus]
Reputation,King Of My Heart,Never took me quite where you do (Where you do),[Pre-Chorus]
Reputation,King Of My Heart,"And all at once, you are the one I have been waiting for",[Chorus]
Reputation,King Of My Heart,"King of my heart, body, and soul, ooh whoa",[Chorus]
Reputation,King Of My Heart,"And all at once, you're all I want, I'll never let you go",[Chorus]
Reputation,King Of My Heart,"King of my heart (My heart), body, and soul, ooh whoa",[Chorus]
Reputation,King Of My Heart,"And all at once (Hey), I've been waiting, waiting (Waiting)",[Post-Chorus]
Reputation,King Of My Heart,"Ooh, whoa, ooh whoa",[Post-Chorus]
Reputation,King Of My Heart,"And all at once, you are the one",[Post-Chorus]
Reputation,King Of My Heart,"I have been waiting (Waiting), waiting (Waiting)",[Post-Chorus]
Reputation,King Of My Heart,"Body and soul, ooh whoa",[Post-Chorus]
Reputation,King Of My Heart,And all at once,[Post-Chorus]
Reputation,King Of My Heart,Is this the end of all the endings?,[Bridge]
Reputation,King Of My Heart,My broken bones are mending,[Bridge]
Reputation,King Of My Heart,With all these nights we're spending,[Bridge]
Reputation,King Of My Heart,Up on the roof with a school girl crush,[Bridge]
Reputation,King Of My Heart,Drinking beer out of plastic cups,[Bridge]
Reputation,King Of My Heart,"Say you fancy me, not fancy stuff",[Bridge]
Reputation,King Of My Heart,"Baby, all at once, this is enough",[Bridge]
Reputation,King Of My Heart,"And all at once, you are the one I have been waiting for",[Chorus]
Reputation,King Of My Heart,"King of my heart, body, and soul, ooh whoa",[Chorus]
Reputation,King Of My Heart,"And all at once, you are the one I have been waiting for",[Chorus]
Reputation,King Of My Heart,"King of my heart, body, and soul, ooh whoa",[Chorus]
Reputation,King Of My Heart,"And all at once, you're all I want, I'll never let you go",[Chorus]
Reputation,King Of My Heart,"King of my heart (My heart), body, and soul (My soul), ooh whoa",[Chorus]
Reputation,King Of My Heart,"And all at once, I've been waiting, waiting",[Post-Chorus]
Reputation,King Of My Heart,"Ooh whoa, ooh whoa",[Post-Chorus]
Reputation,King Of My Heart,And all at once,[Post-Chorus]
Reputation,King Of My Heart,"'Cause you're the one I have been waiting, waiting",[Post-Chorus]
Reputation,King Of My Heart,"Body and soul, ooh whoa",[Post-Chorus]
Reputation,King Of My Heart,And all at once,[Post-Chorus]
Reputation,Dancing With Our Hands Tied,"I, I loved you in secret",[Verse 1]
Reputation,Dancing With Our Hands Tied,"First sight, yeah, we love without reason",[Verse 1]
Reputation,Dancing With Our Hands Tied,"Oh, twenty-five years old",[Verse 1]
Reputation,Dancing With Our Hands Tied,"Oh, how were you to know? And",[Verse 1]
Reputation,Dancing With Our Hands Tied,"My, my love had been frozen",[Verse 1]
Reputation,Dancing With Our Hands Tied,"Deep blue, but you painted me golden",[Verse 1]
Reputation,Dancing With Our Hands Tied,"Oh, and you held me close",[Verse 1]
Reputation,Dancing With Our Hands Tied,"Oh, how was I to know? I-",[Verse 1]
Reputation,Dancing With Our Hands Tied,Could've spent forever with your hands in my pockets,[Pre-Chorus]
Reputation,Dancing With Our Hands Tied,Picture of your face in an invisible locket,[Pre-Chorus]
Reputation,Dancing With Our Hands Tied,You said there was nothing in the world that could stop it,[Pre-Chorus]
Reputation,Dancing With Our Hands Tied,I had a bad feeling,[Pre-Chorus]
Reputation,Dancing With Our Hands Tied,"And darling, you had turned my bed into a sacred oasis",[Pre-Chorus]
Reputation,Dancing With Our Hands Tied,"People started talking, putting us through our paces",[Pre-Chorus]
Reputation,Dancing With Our Hands Tied,I knew there was no one in the world who could take it,[Pre-Chorus]
Reputation,Dancing With Our Hands Tied,I had a bad feeling,[Pre-Chorus]
Reputation,Dancing With Our Hands Tied,But we were dancing,[Chorus]
Reputation,Dancing With Our Hands Tied,"Dancing with our hands tied, hands tied",[Chorus]
Reputation,Dancing With Our Hands Tied,"Yeah, we were dancing",[Chorus]
Reputation,Dancing With Our Hands Tied,"Like it was the first time, first time",[Chorus]
Reputation,Dancing With Our Hands Tied,"Yeah, we were dancing",[Chorus]
Reputation,Dancing With Our Hands Tied,"Dancing with our hands tied, hands tied",[Chorus]
Reputation,Dancing With Our Hands Tied,"Yeah, we were dancing",[Chorus]
Reputation,Dancing With Our Hands Tied,And I had a bad feeling,[Chorus]
Reputation,Dancing With Our Hands Tied,But we were dancing,[Chorus]
Reputation,Dancing With Our Hands Tied,"I, I loved you in spite of",[Verse 2]
Reputation,Dancing With Our Hands Tied,Deep fears that the world would divide us,[Verse 2]
Reputation,Dancing With Our Hands Tied,"So, baby, can we dance?",[Verse 2]
Reputation,Dancing With Our Hands Tied,"Oh, through an avalanche? And",[Verse 2]
Reputation,Dancing With Our Hands Tied,"Say, say that we got it",[Verse 2]
Reputation,Dancing With Our Hands Tied,"I'm a mess, but I'm the mess that you wanted",[Verse 2]
Reputation,Dancing With Our Hands Tied,"Oh, 'cause it's gravity",[Verse 2]
Reputation,Dancing With Our Hands Tied,"Oh, keeping you with me, I-",[Verse 2]
Reputation,Dancing With Our Hands Tied,Could've spent forever with your hands in my pockets,[Pre-Chorus]
Reputation,Dancing With Our Hands Tied,Picture of your face in an invisible locket,[Pre-Chorus]
Reputation,Dancing With Our Hands Tied,You said there was nothing in the world that could stop it,[Pre-Chorus]
Reputation,Dancing With Our Hands Tied,I had a bad feeling,[Pre-Chorus]
Reputation,Dancing With Our Hands Tied,But we were dancing,[Chorus]
Reputation,Dancing With Our Hands Tied,"Dancing with our hands tied, hands tied",[Chorus]
Reputation,Dancing With Our Hands Tied,"Yeah, we were dancing",[Chorus]
Reputation,Dancing With Our Hands Tied,"Like it was the first time, first time",[Chorus]
Reputation,Dancing With Our Hands Tied,"Yeah, we were dancing",[Chorus]
Reputation,Dancing With Our Hands Tied,"Dancing with our hands tied, hands tied",[Chorus]
Reputation,Dancing With Our Hands Tied,"Yeah, we were dancing",[Chorus]
Reputation,Dancing With Our Hands Tied,(Knew we had our hands tied),[Chorus]
Reputation,Dancing With Our Hands Tied,And I had a bad feeling,[Chorus]
Reputation,Dancing With Our Hands Tied,But we were dancing,[Chorus]
Reputation,Dancing With Our Hands Tied,I'd kiss you as the lights went out,[Bridge]
Reputation,Dancing With Our Hands Tied,Swaying as the room burned down,[Bridge]
Reputation,Dancing With Our Hands Tied,I'd hold you as the water rushes in,[Bridge]
Reputation,Dancing With Our Hands Tied,If I could dance with you again,[Bridge]
Reputation,Dancing With Our Hands Tied,I'd kiss you as the lights went out,[Bridge]
Reputation,Dancing With Our Hands Tied,Swaying as the room burned down,[Bridge]
Reputation,Dancing With Our Hands Tied,I'd hold you as the water rushes in,[Bridge]
Reputation,Dancing With Our Hands Tied,If I could dance with you again (Again),[Bridge]
Reputation,Dancing With Our Hands Tied,"Dancing with our hands tied, hands tied",[Chorus]
Reputation,Dancing With Our Hands Tied,"Oh, yeah, we were dancing",[Chorus]
Reputation,Dancing With Our Hands Tied,"Like it was the first time, first time (First time, first time)",[Chorus]
Reputation,Dancing With Our Hands Tied,"Yeah, we were dancing (Oh)",[Chorus]
Reputation,Dancing With Our Hands Tied,"Dancing with our hands tied, hands tied",[Chorus]
Reputation,Dancing With Our Hands Tied,(Dancing with our hands tied),[Chorus]
Reputation,Dancing With Our Hands Tied,"Yeah, we were dancing (Ooh)",[Chorus]
Reputation,Dancing With Our Hands Tied,And I had a bad feeling (Had a bad feeling),[Chorus]
Reputation,Dancing With Our Hands Tied,But we were dancing,[Chorus]
Reputation,Dancing With Our Hands Tied,"(Ooh-ooh, ooh-ooh)",[Outro]
Reputation,Dancing With Our Hands Tied,"Hands tied, hands tied (Dancing)",[Outro]
Reputation,Dress,Our secret moments in a crowded room,[Verse 1]
Reputation,Dress,They got no idea about me and you,[Verse 1]
Reputation,Dress,There is an indentation in the shape of you,[Verse 1]
Reputation,Dress,"Made your mark on me, a golden tattoo",[Verse 1]
Reputation,Dress,"All of this silence and patience, pining and anticipation",[Pre-Chorus]
Reputation,Dress,My hands are shaking from holding back from you,[Pre-Chorus]
Reputation,Dress,"Ha, ah, ah",[Pre-Chorus]
Reputation,Dress,"All of this silence and patience, pining and desperately waiting",[Pre-Chorus]
Reputation,Dress,My hands are shaking from all this,[Pre-Chorus]
Reputation,Dress,"Ah, ha, ha, ha-ah",[Pre-Chorus]
Reputation,Dress,Say my name and everything just stops,[Chorus]
Reputation,Dress,I don't want you like a best friend,[Chorus]
Reputation,Dress,Only bought this dress so you could take it off,[Chorus]
Reputation,Dress,"Take it oh, ha, ha, ha-ah",[Chorus]
Reputation,Dress,Carve your name into my bedpost,[Chorus]
Reputation,Dress,'Cause I don't want you like a best friend,[Chorus]
Reputation,Dress,Only bought this dress so you could take it off,[Chorus]
Reputation,Dress,"Take it oh, ha, ha, ha-ah",[Chorus]
Reputation,Dress,"Inescapable, I'm not even gonna try",[Verse 2]
Reputation,Dress,"And if I get burned, at least we were electrified",[Verse 2]
Reputation,Dress,I'm spilling wine in the bathtub,[Verse 2]
Reputation,Dress,You kiss my face and we're both drunk,[Verse 2]
Reputation,Dress,Everyone thinks that they know us,[Verse 2]
Reputation,Dress,But they know nothing about-,[Verse 2]
Reputation,Dress,"All of this silence and patience, pining and anticipation",[Pre-Chorus]
Reputation,Dress,My hands are shaking from holding back from you,[Pre-Chorus]
Reputation,Dress,"Ha, ah, ah",[Pre-Chorus]
Reputation,Dress,"All of this silence and patience, pining and desperately waiting",[Pre-Chorus]
Reputation,Dress,My hands are shaking from all this,[Pre-Chorus]
Reputation,Dress,"Ah, ha, ha, ha-ah",[Pre-Chorus]
Reputation,Dress,Say my name and everything just stops,[Chorus]
Reputation,Dress,I don't want you like a best friend,[Chorus]
Reputation,Dress,Only bought this dress so you could take it off,[Chorus]
Reputation,Dress,"Take it oh, ha, ha, ha-ah",[Chorus]
Reputation,Dress,Carve your name into my bedpost,[Chorus]
Reputation,Dress,'Cause I don't want you like a best friend,[Chorus]
Reputation,Dress,Only bought this dress so you could take it off,[Chorus]
Reputation,Dress,"Take it oh, ha, ha...",[Chorus]
Reputation,Dress,"Ha-ah-ah, ha-ah-ah, ha-ah-ah-ah",[Post-Chorus]
Reputation,Dress,Only bought this dress so you could take it off,[Post-Chorus]
Reputation,Dress,"Ha-ah-ah, ha-ah-ah, ha-ah-ah-ah",[Post-Chorus]
Reputation,Dress,Only bought this dress so you could take it off,[Post-Chorus]
Reputation,Dress,Flashback when you met me,[Bridge]
Reputation,Dress,Your buzzcut and my hair bleached,[Bridge]
Reputation,Dress,"Even in my worst times, you could see the best in me",[Bridge]
Reputation,Dress,Flashback to my mistakes,[Bridge]
Reputation,Dress,"My rebounds, my earthquakes",[Bridge]
Reputation,Dress,"Even in my worst lies, you saw the truth in me",[Bridge]
Reputation,Dress,And I woke up just in time,[Bridge]
Reputation,Dress,Now I wake up by your side,[Bridge]
Reputation,Dress,"My one and only, my lifeline",[Bridge]
Reputation,Dress,I woke up just in time,[Bridge]
Reputation,Dress,Now I wake up by your side,[Bridge]
Reputation,Dress,"My hands shake, I can't explain this",[Bridge]
Reputation,Dress,"Ah, ha, ha, ha-ah",[Bridge]
Reputation,Dress,Say my name and everything just stops...,[Chorus]
Reputation,Dress,I don't want you like a best friend,[Chorus]
Reputation,Dress,Only bought this dress so you could take it off,[Chorus]
Reputation,Dress,"Take it oh, ha, ha, ha-ah",[Chorus]
Reputation,Dress,Carve your name into my bedpost,[Chorus]
Reputation,Dress,'Cause I don't want you like a best friend,[Chorus]
Reputation,Dress,Only bought this dress so you could take it off,[Chorus]
Reputation,Dress,"Take it oh, ha, ha, ha-ah",[Chorus]
Reputation,Dress,There is an indentation in the shape of you,[Outro]
Reputation,Dress,Only bought this dress so you could take it off,[Outro]
Reputation,Dress,"You made your mark on me, golden tattoo",[Outro]
Reputation,Dress,Only bought this dress so you could take it off,[Outro]
Reputation,This Is Why We Can't Have Nice Things,It was so nice throwing big parties,[Verse 1]
Reputation,This Is Why We Can't Have Nice Things,Jump into the pool from the balcony,[Verse 1]
Reputation,This Is Why We Can't Have Nice Things,Everyone swimming in a champagne sea,[Verse 1]
Reputation,This Is Why We Can't Have Nice Things,And there are no rules when you show up here,[Verse 1]
Reputation,This Is Why We Can't Have Nice Things,Bass beat rattling the chandelier,[Verse 1]
Reputation,This Is Why We Can't Have Nice Things,Feeling so Gatsby for that whole year,[Verse 1]
Reputation,This Is Why We Can't Have Nice Things,So why'd you have to rain on my parade?,[Pre-Chorus]
Reputation,This Is Why We Can't Have Nice Things,I'm shaking my head and locking the gates,[Pre-Chorus]
Reputation,This Is Why We Can't Have Nice Things,"This is why we can't have nice things, darling",[Chorus]
Reputation,This Is Why We Can't Have Nice Things,Because you break them,[Chorus]
Reputation,This Is Why We Can't Have Nice Things,I had to take them away,[Chorus]
Reputation,This Is Why We Can't Have Nice Things,"This is why we can't have nice things, honey (Oh)",[Chorus]
Reputation,This Is Why We Can't Have Nice Things,Did you think I wouldn't hear all the things you said about me?,[Chorus]
Reputation,This Is Why We Can't Have Nice Things,This is why we can't have nice things,[Chorus]
Reputation,This Is Why We Can't Have Nice Things,It was so nice being friends again,[Verse 2]
Reputation,This Is Why We Can't Have Nice Things,"There I was, giving you a second chance",[Verse 2]
Reputation,This Is Why We Can't Have Nice Things,But you stabbed me in the back while shaking my hand,[Verse 2]
Reputation,This Is Why We Can't Have Nice Things,And therein lies the issue,[Verse 2]
Reputation,This Is Why We Can't Have Nice Things,Friends don't try to trick you,[Verse 2]
Reputation,This Is Why We Can't Have Nice Things,Get you on the phone and mind-twist you,[Verse 2]
Reputation,This Is Why We Can't Have Nice Things,And so I took an axe to a mended fence,[Verse 2]
Reputation,This Is Why We Can't Have Nice Things,But I'm not the only friend you've lost lately (Mm-mm),[Pre-Chorus]
Reputation,This Is Why We Can't Have Nice Things,If only you weren't so shady,[Pre-Chorus]
Reputation,This Is Why We Can't Have Nice Things,"This is why we can't have nice things, darling (Yeah)",[Chorus]
Reputation,This Is Why We Can't Have Nice Things,Because you break them,[Chorus]
Reputation,This Is Why We Can't Have Nice Things,I had to take them away,[Chorus]
Reputation,This Is Why We Can't Have Nice Things,"This is why we can't have nice (Nice things) things (Baby), honey",[Chorus]
Reputation,This Is Why We Can't Have Nice Things,Did you think I wouldn't hear all the things you said about me?,[Chorus]
Reputation,This Is Why We Can't Have Nice Things,This is why we can't have,[Chorus]
Reputation,This Is Why We Can't Have Nice Things,Here's a toast to my real friends,[Bridge]
Reputation,This Is Why We Can't Have Nice Things,"They don't care about the he-said, she-said",[Bridge]
Reputation,This Is Why We Can't Have Nice Things,And here's to my baby,[Bridge]
Reputation,This Is Why We Can't Have Nice Things,He ain't reading what they call me lately,[Bridge]
Reputation,This Is Why We Can't Have Nice Things,And here's to my mama,[Bridge]
Reputation,This Is Why We Can't Have Nice Things,Had to listen to all this drama,[Bridge]
Reputation,This Is Why We Can't Have Nice Things,And here's to you,[Bridge]
Reputation,This Is Why We Can't Have Nice Things,'Cause forgiveness is a nice thing to do,[Bridge]
Reputation,This Is Why We Can't Have Nice Things,"Haha, I can't even say it with a straight face",[Bridge]
Reputation,This Is Why We Can't Have Nice Things,"This is why we can't have nice things, darling (Darling)",[Chorus]
Reputation,This Is Why We Can't Have Nice Things,Because you break them,[Chorus]
Reputation,This Is Why We Can't Have Nice Things,I had to take them away,[Chorus]
Reputation,This Is Why We Can't Have Nice Things,"This is why we can't have nice (Uh-uh) things (Oh no), honey (Baby, oh)",[Chorus]
Reputation,This Is Why We Can't Have Nice Things,Did you think I wouldn't hear all the things you said about me?,[Chorus]
Reputation,This Is Why We Can't Have Nice Things,"This is why we can't have nice things, darling",[Chorus]
Reputation,This Is Why We Can't Have Nice Things,(And here's to my real friends),[Chorus]
Reputation,This Is Why We Can't Have Nice Things,Because you break them,[Chorus]
Reputation,This Is Why We Can't Have Nice Things,I had to take them,[Chorus]
Reputation,This Is Why We Can't Have Nice Things,(And here's to my baby),[Chorus]
Reputation,This Is Why We Can't Have Nice Things,"Nice things, honey",[Chorus]
Reputation,This Is Why We Can't Have Nice Things,"(He didn't care about that he-said, she-said)",[Chorus]
Reputation,This Is Why We Can't Have Nice Things,Did you think I wouldn't hear all the things you said about me?,[Chorus]
Reputation,This Is Why We Can't Have Nice Things,This is why we can't have nice things,[Chorus]
Reputation,Call It What You Want,My castle crumbled overnight,[Verse 1]
Reputation,Call It What You Want,I brought a knife to a gunfight,[Verse 1]
Reputation,Call It What You Want,"They took the crown, but it's alright",[Verse 1]
Reputation,Call It What You Want,All the liars are calling me one,[Verse 1]
Reputation,Call It What You Want,Nobody's heard from me for months,[Verse 1]
Reputation,Call It What You Want,I'm doin' better than I ever was,[Verse 1]
Reputation,Call It What You Want,'Cause,[Verse 1]
Reputation,Call It What You Want,My baby's fit like a daydream,[Chorus]
Reputation,Call It What You Want,Walking with his head down,[Chorus]
Reputation,Call It What You Want,I'm the one he's walking to,[Chorus]
Reputation,Call It What You Want,"So call it what you want, yeah",[Chorus]
Reputation,Call It What You Want,Call it what you want to,[Chorus]
Reputation,Call It What You Want,My baby's fly like a jet stream,[Chorus]
Reputation,Call It What You Want,High above the whole scene,[Chorus]
Reputation,Call It What You Want,Loves me like I'm brand new,[Chorus]
Reputation,Call It What You Want,"So call it what you want, yeah",[Chorus]
Reputation,Call It What You Want,Call it what you want to,[Chorus]
Reputation,Call It What You Want,All my flowers grew back as thorns,[Verse 2]
Reputation,Call It What You Want,Windows boarded up after the storm,[Verse 2]
Reputation,Call It What You Want,He built a fire just to keep me warm,[Verse 2]
Reputation,Call It What You Want,All the drama queens taking swings,[Verse 2]
Reputation,Call It What You Want,All the jokers dressing up as kings,[Verse 2]
Reputation,Call It What You Want,They fade to nothing when I look at him,[Verse 2]
Reputation,Call It What You Want,And I know I make the same mistakes every time,[Verse 2]
Reputation,Call It What You Want,"Bridges burn, I never learn",[Verse 2]
Reputation,Call It What You Want,At least I did one thing right,[Verse 2]
Reputation,Call It What You Want,I did one thing right,[Verse 2]
Reputation,Call It What You Want,"I'm laughing with my lover, makin' forts under covers",[Verse 2]
Reputation,Call It What You Want,Trust him like a brother,[Verse 2]
Reputation,Call It What You Want,"Yeah, you know I did one thing right",[Verse 2]
Reputation,Call It What You Want,Starry eyes sparkin' up my darkest night,[Verse 2]
Reputation,Call It What You Want,My baby's fit like a daydream,[Chorus]
Reputation,Call It What You Want,Walking with his head down,[Chorus]
Reputation,Call It What You Want,I'm the one he's walking to,[Chorus]
Reputation,Call It What You Want,"So call it what you want, yeah",[Chorus]
Reputation,Call It What You Want,Call it what you want to,[Chorus]
Reputation,Call It What You Want,My baby's fly like a jet stream,[Chorus]
Reputation,Call It What You Want,High above the whole scene,[Chorus]
Reputation,Call It What You Want,Loves me like I'm brand new,[Chorus]
Reputation,Call It What You Want,"(Call it what you want, call it what you want, call it)",[Chorus]
Reputation,Call It What You Want,"So call it what you want, yeah",[Chorus]
Reputation,Call It What You Want,Call it what you want to,[Chorus]
Reputation,Call It What You Want,I want to wear his initial on a chain 'round my neck,[Bridge]
Reputation,Call It What You Want,Chain 'round my neck,[Bridge]
Reputation,Call It What You Want,Not because he owns me,[Bridge]
Reputation,Call It What You Want,But 'cause he really knows me,[Bridge]
Reputation,Call It What You Want,"Which is more than they can say, I",[Bridge]
Reputation,Call It What You Want,I recall late November,[Bridge]
Reputation,Call It What You Want,"Holding my breath, slowly, I said",[Bridge]
Reputation,Call It What You Want,'You don't need to save me,[Bridge]
Reputation,Call It What You Want,But would you run away with me?',[Bridge]
Reputation,Call It What You Want,Yes (Would you run away?),[Bridge]
Reputation,Call It What You Want,My baby's fit like a daydream,[Chorus]
Reputation,Call It What You Want,Walking with his head down,[Chorus]
Reputation,Call It What You Want,I'm the one he's walking to,[Chorus]
Reputation,Call It What You Want,"(Call it what you want, call it what you want, call it)",[Chorus]
Reputation,Call It What You Want,"So call it what you want, yeah",[Chorus]
Reputation,Call It What You Want,Call it what you want to,[Chorus]
Reputation,Call It What You Want,My baby's fly like a jet stream,[Chorus]
Reputation,Call It What You Want,High above the whole scene,[Chorus]
Reputation,Call It What You Want,Loves me like I'm brand new,[Chorus]
Reputation,Call It What You Want,"(Call it what you want, call it what you want, call it)",[Chorus]
Reputation,Call It What You Want,"So call it what you want, yeah",[Chorus]
Reputation,Call It What You Want,Call it what you want to,[Chorus]
Reputation,Call It What You Want,"(Call it what you want, call it)",[Outro]
Reputation,Call It What You Want,"(Call it what you want, call it what you want, call it)",[Outro]
Reputation,Call It What You Want,"(Call it what you want, call it what you want, call it)",[Outro]
Reputation,Call It What You Want,"(Call it what you want, call it what you want, call it)",[Outro]
Reputation,Call It What You Want,"(Call it what you want, call it what you want, call it)",[Outro]
Reputation,Call It What You Want,"(Call it what you want, call it what you want, call it)",[Outro]
Reputation,Call It What You Want,"(Call it what you want, call it what you want, call it)",[Outro]
Reputation,Call It What You Want,"Call it what you want, yeah",[Outro]
Reputation,Call It What You Want,Call it what you want... to,[Outro]
Reputation,New Year's Day,There's glitter on the floor after the party,[Verse 1]
Reputation,New Year's Day,Girls carrying their shoes down in the lobby,[Verse 1]
Reputation,New Year's Day,Candle wax and Polaroids on the hardwood floor,[Verse 1]
Reputation,New Year's Day,"You and me from the night before, but",[Verse 1]
Reputation,New Year's Day,Don't read the last page,[Chorus]
Reputation,New Year's Day,But I stay when you're lost and I'm scared and you're turning away,[Chorus]
Reputation,New Year's Day,I want your midnights,[Chorus]
Reputation,New Year's Day,But I'll be cleaning up bottles with you on New Year's Day,[Chorus]
Reputation,New Year's Day,You squeeze my hand three times in the back of the taxi,[Verse 2]
